Fanpage,Page_Id,Post_Id,Message,Type,Date,Reactions,Likes,Comments,Shares,Fans,Page,ER
European Commission,157981564,1646445877253349377,"- give employment opportunities in another EU country to 3.4% of EU citizens, while opening opportunities in deep and clean tech - spearheading the future by promoting an EU-wide #CircularEconomy and the #NetZeroIndustry Discover more achievements ➡ https://t.co/sNhsYu4UyZ",status,2023-04-13 12:31:01 UTC,195,144,2,38,1800000,Twitter,0.010833333
European Commission,157981564,1646445873155457024,"The Single Market is Europe's crown jewel. A market where 450 million people are free to study, live, shop, work and retire and enjoy products from all over Europe. A global champion worth €14.5 trillion, empowering 23 million businesses to move and trade ⬇ #SingleMarket https://t.co/YvZRDUIkwN",status,2023-04-13 12:31:00 UTC,1309,873,42,307,1800000,Twitter,0.072722222
European Commission,157981564,1646445875500048384,"Thanks to the Single Market, we have been able to: - develop 3,600 harmonised standards, from toy safety to packaging waste - open up EU-wide trade for 9% of EU enterprises with e-commerce sales, and enable others to boost their online business with the Digital Markets Act ⬇",status,2023-04-13 12:31:00 UTC,195,152,1,36,1800000,Twitter,0.010833333
European Commission,157981564,1646412300130164737,"#NextGenerationEU: ??make it green ??make it digital ??make it healthy ??make it strong ??make it equal ✅make it real! For what’s coming and how we are turning the EU vision into reality, take a look at the Recovery and Resilience Scoreboard: https://t.co/IqDdc7mfII https://t.co/5eNJwrvDMB",status,2023-04-13 10:17:35 UTC,87,52,1,22,1800000,Twitter,0.004833333
European Commission,157981564,1646410505307684865,"To date, we have disbursed €150 billion under the Recovery and Resilience Facility for ??green transition ??smart, sustainable and inclusive growth ?? social &amp; territorial cohesion ??health and economic resilience ??digital transformation ??policies for the #NextGenerationEU https://t.co/TLat6hLZLP",status,2023-04-13 10:10:27 UTC,83,53,1,20,1800000,Twitter,0.004611111
European Commission,157981564,1646407875995271168,"Greener, stronger &amp; better prepared for the future! In just over 2 years of existence, the Recovery and Resilience Facility has been driving hundreds of reforms &amp; investments across ????. Check out our interactive map &amp; explore over 350 projects funded so far. #NextGenerationEU",status,2023-04-13 10:00:01 UTC,277,174,6,68,1800000,Twitter,0.015388889
European Commission,157981564,1646160814536028161,"Nothing about us without us. With our Strategy for the Rights of Persons with Disabilities, we are working together to create an inclusive society, improving access to jobs, education, justice, culture, sport and health services by 2030 ↓ #TogetherForRights #EUDisabilityRights",status,2023-04-12 17:38:17 UTC,173,99,4,45,1800000,Twitter,0.009611111
European Commission,157981564,1646147614331600898,@defis_eu Congratulations!,status,2023-04-12 16:45:49 UTC,3,2,0,1,1800000,Twitter,0.000166667
European Commission,157981564,1646135940241412097,The adoption of the 2020-2025 LGBTIQ equality strategy was a positive breakthrough for the promotion of the LGBTIQ rights in the EU and beyond. The majority of the measures contained in the strategy have either been delivered or are being implemented. #UnionOfEquality ↓,status,2023-04-12 15:59:26 UTC,370,166,12,62,1800000,Twitter,0.020555556
European Commission,157981564,1646092662401818626,"The next step on our journey to net-zero emissions will be the proposal of intermediate targets for 2040. We need to create a predictable environment to guide citizens’, investment, and political decisions. And you can help to shape it ?? https://t.co/iTPRPoZViu #EUHaveYourSay https://t.co/GotBvnSsI3",status,2023-04-12 13:07:28 UTC,297,157,5,75,1800000,Twitter,0.0165
European Commission,157981564,1646071743348342785,"In addition, we will promote the adoption of proposals on: ?? a scheme for the boarding and inspection of vessels in the high seas ?? improving the compliance process on fishing activities ?? management of drifting fish aggregating devices",status,2023-04-12 11:44:20 UTC,39,25,0,8,1800000,Twitter,0.002166667
European Commission,157981564,1646037936344039424,"??By 2030, we want to plant three billion additional trees. With our Forest Strategy, we are taking action to protect and restore forests while ensuring they are managed more sustainably. You can be part of this effort by using the 'MapMyTree' app! #EUGreenDeal #3BillionTrees",status,2023-04-12 09:30:00 UTC,567,369,9,134,1800000,Twitter,0.0315
European Commission,157981564,1645805374484926468,28 projects were selected from the latest @HorizonEU calls aiming to bring cutting-edge tech to where it can make a real difference. The EU will invest €180 million in: ?? basic research in AI ?? robotics ?? graphene and other two-dimensional materials Read more ↓,status,2023-04-11 18:05:53 UTC,232,115,5,46,1800000,Twitter,0.012888889
European Commission,157981564,1645770606900649984,"The current situation of the stock and the level of fishing in the Indian Ocean are not sustainable. Today, we made proposals for the conservation and sustainable management of tuna to drastically reduce illegal, unreported and unregulated fishing activities. Learn more ↓",status,2023-04-11 15:47:44 UTC,325,191,9,69,1800000,Twitter,0.018055556
European Commission,157981564,1645727828674060293,A #GlobalGateway for people and planet. In 2023 almost 90 projects across partner countries will promote: ?? sustainable mobility ?? clean energy ?? digital connectivity ?? strong health systems ?? research and innovation Discover our flagship global projects ↓,status,2023-04-11 12:57:45 UTC,199,112,5,59,1800000,Twitter,0.011055556
European Commission,157981564,1645675548356517889,"Ukrainian cultural heritage is at risk. We remain fully by Ukraine’s side in protecting cultural heritage. If you're an expert in preserving cultural heritage, join us to safeguard Ukraine's history ????. Apply by April 25 → https://t.co/d1xTpRpZ3w #StandWithUkraine https://t.co/RiF7C5rxTW",status,2023-04-11 09:30:00 UTC,1378,818,26,245,1800000,Twitter,0.076555556
European Commission,157981564,1645441514162593793,"More than a year ago we activated the Temporary Protection Directive to support people fleeing the horrors of war. To date, more than 4 million Ukrainians have found shelter in the EU. We welcome with open arms those who have to flee from Putin’s bombs. #StandWithUkraine https://t.co/BxaJaqupqC",status,2023-04-10 18:00:02 UTC,352,187,5,79,1800000,Twitter,0.019555556
European Commission,157981564,1645411310673481730,"Our Temporary Protection allows people fleeing Putin's war to register in any country in the EU with the right to access housing, healthcare, education and work. Find information about your rights in the EU, how to travel safely and contact details ↓ #StandWithUkraine",status,2023-04-10 16:00:01 UTC,266,149,6,58,1800000,Twitter,0.014777778
European Commission,157981564,1645366015860121600,"25 years ago, brave leaders made the impossible come true by signing the Good Friday (Belfast) Agreement. It not only ended 30 years of the Troubles, but also opened a new era of cooperation. The Windsor Framework supports the same spirit and promise. https://t.co/yXT4Q0ImeE",status,2023-04-10 13:00:02 UTC,697,419,12,136,1800000,Twitter,0.038722222
European Commission,157981564,1645313410727395330,"#DYK that prematurely tossed reparable products cause 261 million tonnes of greenhouse gas emissions in the EU every year? Within and beyond the legal guarantee, we are setting the framework with easier and cheaper options for a real 'right to repair' in the EU. #EUGreenDeal",status,2023-04-10 09:31:00 UTC,371,231,6,87,1800000,Twitter,0.020611111
European Commission,157981564,1645079122941472769,"The EU will be the first region worldwide to have a driving licence that works across borders: ?? it will be accessible through a mobile phone, and ?? would be recognised throughout the EU. This would make it easier to replace, renew or exchange a driving licence at EU level.",status,2023-04-09 18:00:01 UTC,1538,1062,56,234,1800000,Twitter,0.085444444
European Commission,157981564,1645034825584193537,"Let's-a go! Go repair your Switch controllers, free of charge. This week Nintendo agreed to address the recurring technical problem with irresponsive Switch controllers and they agreed to offer all consumers the right to repair, free of charge, even beyond the legal guarantee!",status,2023-04-09 15:04:00 UTC,521,382,18,86,1800000,Twitter,0.028944444
European Commission,157981564,1644988529171132416,Thousands of children have been abducted by Russia. This war crime justifies the arrest warrants issued against Putin by the @IntlCrimCourt. Together with Poland we will organise a conference to launch an initiative aiming at bringing back these children. #StandWithUkraine https://t.co/pbp7rJQ8Ea,status,2023-04-09 12:00:02 UTC,2817,1677,55,685,1800000,Twitter,0.1565
European Commission,157981564,1644958328097759234,"Biking to work: 0 g CO2/km Biking to the supermarket: 0 g CO2/km Biking for fun: 0 g CO2/km The summer of 2023 will be a milestone for cycling. We will propose a European Declaration on Cycling, inviting @Europarl_EN and @EUCouncil to sign up for it. ⬇️ #EUGreenDeal",status,2023-04-09 10:00:01 UTC,1176,636,89,201,1800000,Twitter,0.065333333
European Commission,157981564,1644716742277492737,"The Cohesion Fund entered into force to strengthen the economic, social and territorial cohesion of the EU and the catch-up of countries with the rest of the EU. It has contributed to a more levelled playing field in our Union. This week we marked its 30th anniversary.",status,2023-04-08 18:00:03 UTC,249,153,7,48,1800000,Twitter,0.013833333
European Commission,157981564,1644678980556017667,"IRIS ² is the latest addition to our constellations of satellites. It will strengthen our resilience against cyber threats and enhance connectivity. With @CopernicusEU, Galileo and IRIS ², we will tackle current and future challenges.",status,2023-04-08 15:30:00 UTC,215,148,4,46,1800000,Twitter,0.011944444
European Commission,157981564,1644655165411057671,"One year ago, Russia's bombing of the Kramatorsk train station deeply shocked the world. It was a brutal attack on innocent civilians, including children, fleeing amid fears of another Russian onslaught against their homes. Putin must be held accountable for his crimes. https://t.co/1kkfHenFzT",status,2023-04-08 13:55:22 UTC,1988,1098,42,398,1800000,Twitter,0.110444444
European Commission,157981564,1644595935660617728,"On #InternationalRomaDay, we celebrate the rich diversity, language, art and culture of Europe's largest ethnic minority. This year, we are working with the Council of Europe on the EQUIROM project to combat stereotypes about Roma in the media. Read more ↓ #UnionOfEquality",status,2023-04-08 10:00:00 UTC,553,332,13,135,1800000,Twitter,0.030722222
European Commission,157981564,1644355348147609610,"We were safe and warm this winter thanks to the efforts of European citizens, companies and #REPowerEU — our roadmap to energy independence from Russia. What did #REPowerEU do? The answer in 10 points. ↓ https://t.co/zpUXUNoSpk",status,2023-04-07 18:04:00 UTC,974,460,18,171,1800000,Twitter,0.054111111
European Commission,157981564,1644309043190571012,"The EU budget is not a zero-sum game. Everybody wins from EU membership, enjoying borderless travel, roaming calls or a coordinated response to the different challenges the EU faces. Find out the facts about how the EU budget works and how it benefits you directly. ↓",status,2023-04-07 15:00:00 UTC,477,259,12,107,1800000,Twitter,0.0265
European Commission,157981564,1644274317327302656,"Did you know Europe has its domain name? Since 7 April 2006, our initiative to give Europe its Internet identity has helped EU citizens and businesses mark their digital identity. As we move towards a more connected future, .eu is here to give EU citizens a digital home. ⬇",status,2023-04-07 12:42:01 UTC,470,261,5,79,1800000,Twitter,0.026111111
European Commission,157981564,1644233670981750784,"Health Emergency Preparedness and Response Authority HERA’s mission is to prevent, detect, and rapidly respond to health emergencies. On #WorldHealthDay and every day, we continue to take steps to build a more resilient #HealthUnion for the EU.",status,2023-04-07 10:00:30 UTC,231,131,5,58,1800000,Twitter,0.012833333
European Commission,157981564,1644008006386962437,"The fashion industry is among the top 5 emitters of greenhouse gas emissions. To make fast fashion out of fashion, we presented proposals to ensure that textiles placed on the EU market are long-lived, recyclable and produced in a fair way by 2030. #EUGreenDeal #ReFashionNow",status,2023-04-06 19:03:47 UTC,226,151,14,61,1800000,Twitter,0.012555556
European Commission,157981564,1643992733298872320,"EU-China relations are extensive and complex. Today, President @vonderleyen met China's President Xi and Premier Li. She highlighted the need to address imbalances in our economic relations and look at cooperation on pressing global issues like Russia’s war and climate change.",status,2023-04-06 18:03:06 UTC,283,195,23,65,1800000,Twitter,0.015722222
European Commission,157981564,1643992457544335361,"Aware of anyone circumventing EU sanctions on Russia or Belarus? While the Russian aggression on Ukraine is ongoing, the violation of EU sanctions won't pay off. Make an anonymous report ?? https://t.co/0FC5xv9GFR",status,2023-04-06 18:02:00 UTC,779,314,51,133,1800000,Twitter,0.043277778
European Commission,157981564,1643961563110424582,RT @vonderleyen: China and the EU have the duty to uphold and promote the rules-based international order. Starting with the end of the Ru…,status,2023-04-06 15:59:14 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1643954729410609152,RT @vonderleyen: In today’s meetings I highlighted the need to address imbalances and risks stemming from dependencies and export of sensit…,status,2023-04-06 15:32:05 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1643948858303475712,RT @vonderleyen: Our joint meeting with President Xi is an opportunity to address imbalances in our economic relations and look at cooperat…,status,2023-04-06 15:08:45 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1643871787430576128,RT @vonderleyen: Insightful discussion with @EuropeanChamber   China is a crucial trade partner but EU businesses face many discriminatory…,status,2023-04-06 10:02:30 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1643870160904757248,RT @vonderleyen: Our economies are strongly interconnected but the EU trade deficit is increasing due to discriminatory practices. I disc…,status,2023-04-06 09:56:02 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1643863609620017152,Today President @vonderleyen will be in Beijing in an official visit to discuss EU-China Relations. Follow live the press conference at +/-14.15h on EbS: https://t.co/X7td2c9Zzv,status,2023-04-06 09:30:00 UTC,571,308,12,93,1800000,Twitter,0.031722222
European Commission,157981564,1643863015975014400,RT @vonderleyen: EU-China relations are extensive and complex.   How we manage them will impact EU prosperity and security. I am in Beijin…,status,2023-04-06 09:27:39 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1643629581646143489,Journalism has the power to harness a positive social change. ✍️ The Lorenzo Natali Media Prize recognises and honours the work of journalists from around the world which shed a light on the most pressing global challenges. Apply for the 2023 #NataliPrize by 28 April ↓,status,2023-04-05 18:00:04 UTC,189,97,3,48,1800000,Twitter,0.0105
European Commission,157981564,1643599379167875073,"We must act before it’s too late. More than 1 million citizens support the European Citizens' Initiative “Save bees and farmers!”. Now, we must move forward with proposals to protect pollinators and their essential role in our ecosystem. Read more ↓ #EUTakeTheInitiative",status,2023-04-05 16:00:03 UTC,616,355,13,126,1800000,Twitter,0.034222222
European Commission,157981564,1643576088621207553,We want to contribute to smooth travel across EU borders. That’s why we are launching a public consultation on the digitalisation of travel documents and the facilitation of travel. The contributions will help establish a uniform standard in the Schengen area. #EUHaveYourSay,status,2023-04-05 14:27:30 UTC,455,238,18,87,1800000,Twitter,0.025277778
European Commission,157981564,1643561904520978433,European solidarity with Moldova is unshakeable. We will disburse €50 million to support one of the countries most directly and heavily impacted by Russia’s war of aggression against Ukraine. Read more: https://t.co/8keAxqd4UI https://t.co/Rudt65Mrrw,status,2023-04-05 13:31:08 UTC,640,428,8,103,1800000,Twitter,0.035555556
European Commission,157981564,1643559101392384001,"Combating cross-border crime by strengthening judicial cooperation: Today we proposed harmonised rules on the transfer of criminal proceedings between EU countries. The regulation will save time, prevent duplication of prosecutions and avoid impunity in cross-border cases. ↓",status,2023-04-05 13:20:00 UTC,262,151,2,52,1800000,Twitter,0.014555556
European Commission,157981564,1643500716391280641,Paving the way for zero-emission transport with our #EUGreenDeal: ??Fast recharging stations every 60km from 2025 onwards ??Recharging stations for heavy-duty vehicles every 60km from 2025 onwards ??Hydrogen refuelling infrastructure every 200km from 2030 onwards Learn more ↓,status,2023-04-05 09:28:00 UTC,349,202,6,81,1800000,Twitter,0.019388889
European Commission,157981564,1643238722006052866,The EU and the US intend to continue working together to foster energy investments aiding the transition towards climate neutrality. This will be done in a mutually reinforcing manner avoiding zero-sum competition at transatlantic level and around the globe. Joint Statement ↓,status,2023-04-04 16:06:55 UTC,588,322,13,100,1800000,Twitter,0.032666667
European Commission,157981564,1643223887793070080,RT @vonderleyen: I had a phone call with President @ZelenskyyUa ahead of my visit to China. Ukraine will be an important topic of my meeti…,status,2023-04-04 15:07:59 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1643205526015160321,"?? President @vonderleyen's program during her visit to China ↓ Additionally, she will speak with President @ZelenskyyUa by phone today in preparation for this trip. https://t.co/qZ4GSHs4yy",status,2023-04-04 13:55:01 UTC,350,154,7,54,1800000,Twitter,0.019444444
European Commission,157981564,1643195456883654659,"Let's-a go! Go repair your Switch controllers, free of charge. We contacted Nintendo to address the recurring technical problem with irresponsive Switch controllers and they agreed to offer all consumers the right to repair, free of charge, even beyond the legal guarantee!",status,2023-04-04 13:15:00 UTC,9687,6849,750,1944,1800000,Twitter,0.538166667
European Commission,157981564,1643194231899529216,We are allocating more than €116 million for the development of new #rescEU emergency shelter reserves capable of accommodating thousands of people following a disaster. The reserves will be available for all participating countries in the #EUCivilProtection Mechanism ↓,status,2023-04-04 13:10:08 UTC,138,89,4,32,1800000,Twitter,0.007666667
European Commission,157981564,1643184351843172352,"Ukrainian cultural heritage remains under considerable threat of further destruction and damage. If you're an expert in preserving cultural heritage, join us in safeguarding Ukraine's heritage ???? before 25 April. More info → https://t.co/d1xTpRpZ3w #StandWithUkraine",status,2023-04-04 12:30:53 UTC,318,170,3,74,1800000,Twitter,0.017666667
European Commission,157981564,1643138833033097216,It is estimated that 30% of Ukraine’s territory is contaminated with mines. That is why we are donating 50 explosive and mine detection dogs to Ukraine. Nine of them are already on the ground. They will help rebuild ???? in the safest possible way. #EUsolidarity,status,2023-04-04 09:30:00 UTC,871,520,19,180,1800000,Twitter,0.048388889
European Commission,157981564,1642888382958166017,"Education is key in combating discrimination and hate. Today we launch a project to address antisemitism in Europe through education, financed by @EUErasmusPlus, and implemented by the @UNESCO and the @OSCE. Read more ↓",status,2023-04-03 16:54:48 UTC,245,133,7,59,1800000,Twitter,0.013611111
European Commission,157981564,1642884880626335746,RT @vonderleyen: Bonne discussion avec @EmmanuelMacron aujourd'hui. Nous avons partagé nos analyses sur les points clés à soulever avec l…,status,2023-04-03 16:40:53 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1642836745744941057,"Created in the Maastricht Treaty as a complement to the #SingleMarket, it was given the mission to support investments in transport, climate and environment protection. The fund has invested nearly €179 billion in the economic, social and territorial cohesion of the EU. https://t.co/5RaDqFdevN",status,2023-04-03 13:29:37 UTC,108,67,3,24,1800000,Twitter,0.006
European Commission,157981564,1642836212393074689,"The Cohesion Fund entered into force to strengthen the economic, social and territorial cohesion of the EU and the catch-up of countries with the rest of the EU. It has contributed to a more levelled playing field in our Union. Today we mark its 30th anniversary.",status,2023-04-03 13:27:30 UTC,370,240,9,85,1800000,Twitter,0.020555556
European Commission,157981564,1642775940576219136,"“The future will not be built through force, nor the desire to conquer."" Alcide de Gasperi believed in European unity and that only an alliance among countries could prevent a recurrence of conflicts. Today we mark his 142 birthday. #EUHistory https://t.co/9LaSt4SiXz",status,2023-04-03 09:28:00 UTC,1221,781,16,260,1800000,Twitter,0.067833333
European Commission,157981564,1642535858875105281,"Nothing about us without us. With our Strategy for the Rights of Persons with Disabilities, we are working together to create an inclusive society, improving access to jobs, education, justice, culture, sport and health services by 2030 ↓ #TogetherForRights #EUDisabilityRights",status,2023-04-02 17:34:00 UTC,228,129,5,46,1800000,Twitter,0.012666667
European Commission,157981564,1642497113031606274,"Kremlin's attempt to deny, blame others, confuse and lie about the truth has failed. On #FactcheckingDay, we reaffirm our commitment to countering disinformation by setting the records straight. Check #EUvsDinsinfo here ⬇",status,2023-04-02 15:00:02 UTC,1030,464,27,178,1800000,Twitter,0.057222222
European Commission,157981564,1642459354640289792,"Ahead of her visit to China next week, President @vonderleyen delivered a keynote speech on EU-China relations. Together with President @EmmanuelMacron, she will participate in a trilateral meeting with Xi Jinping, President of the People's Republic of China.",status,2023-04-02 12:30:00 UTC,976,475,25,164,1800000,Twitter,0.054222222
European Commission,157981564,1642421608345378816,"The executions in cold blood in #Bucha a year ago weren't an isolated incident, but part of the Kremlin's plan to eliminate Ukrainians and their identity. War criminals will be held accountable. #StandWithUkraine https://t.co/RGnpO9Cn3N",status,2023-04-02 10:00:00 UTC,5696,3438,110,1354,1800000,Twitter,0.316444444
European Commission,157981564,1642174980778762240,"This week, Spain received a third payment, worth €6 billion, under the Recovery and Resilience Facility #NextGenerationEU. The payment has been possible thanks to Spain's fulfilment of the 29 milestones and targets outlined in its recovery plan. ℹ️ https://t.co/zNnT8EEilK",status,2023-04-01 17:40:00 UTC,305,181,6,59,1800000,Twitter,0.016944444
European Commission,157981564,1642142517167640576,Paving the way for zero-emission transport with our #EUGreenDeal: ??Fast recharging stations every 60km from 2025 onwards ??Recharging stations for heavy-duty vehicles every 60km from 2025 onwards ??Hydrogen refuelling infrastructure every 200km from 2030 onwards Learn more ↓,status,2023-04-01 15:31:00 UTC,474,231,10,103,1800000,Twitter,0.026333333
European Commission,157981564,1642089426858971136,"This week we welcomed the political agreement reached by the @Europarl_EN and the @EUCouncil on the renewable energy directive. Faster rollout of renewables will help us reach climate neutrality, strengthen our energy security and boost competitiveness - all at once. #REPowerEU",status,2023-04-01 12:00:02 UTC,278,143,2,46,1800000,Twitter,0.015444444
European Commission,157981564,1642059973218934785,"""It shouldn't matter how do you identify yourself. It should not matter how you look, what family you come from, or who you love. In a democracy, everyone must enjoy equal rights and opportunities."" Speech by President @vonderleyen at the 2nd Summit for Democracy ↓ https://t.co/zuhAWO6v91",status,2023-04-01 10:03:00 UTC,2972,1219,124,318,1800000,Twitter,0.165111111
European Commission,157981564,1641822197772701698,RT @vonderleyen: We will continue to support efforts to make sure that Putin can be held accountable for the crime of aggression. To that…,status,2023-03-31 18:18:10 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1641749507690881026,??rutal crimes ??njustified aggression ??old-blooded killings ??einous devastation ??trocities Russia will be held accountable. #StandWithUkraine #Bucha,status,2023-03-31 13:29:19 UTC,2653,1633,32,499,1800000,Twitter,0.147388889
European Commission,157981564,1641744896628256771,"To increase transparency on the Recovery and Resilience Facility, we launched an online, interactive map showing projects supported on the ground in EU countries. More than 350 projects are included on the map. Check it out! ?? https://t.co/soaEZnW3Nc https://t.co/BF8Omblsst",status,2023-03-31 13:11:00 UTC,130,84,2,26,1800000,Twitter,0.007222222
European Commission,157981564,1641743734780854273,"We've already disbursed over €150 billion to EU countries under the Recovery and Resilience Facility! In just over 2 years, the key instrument at the heart of #NextGenerationEU has been driving the EU’s green and digital transformation.",status,2023-03-31 13:06:23 UTC,218,122,7,50,1800000,Twitter,0.012111111
European Commission,157981564,1641738730489749504,"RT @vonderleyen: To date, we have disbursed €150 billion under #NextGenerationEU. This means hundreds of investments and reforms for a gr…",status,2023-03-31 12:46:30 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1641448860257230850,"Building the foundations for future growth and prosperity in Europe: 218 research leaders across Europe receive €544 million in grants from the @ERC_Research for their cutting-edge research. The funding is estimated to create some 2,000 jobs in research. #HorizonEurope",status,2023-03-30 17:34:39 UTC,253,134,9,58,1800000,Twitter,0.014055556
European Commission,157981564,1641423609154396160,"We pave way for non-road mobile machinery to move easier across the EU. Today we've proposed a Regulation to facilitate the use of machinery such as cranes, harvesters, snow cleaners on public roads. It will contribute to reduce costs and market entry delays. #SingleMarket",status,2023-03-30 15:54:19 UTC,115,66,1,28,1800000,Twitter,0.006388889
European Commission,157981564,1641414182263300096,Read the speech delivered today by President @vonderleyen on EU-China relations to the Mercator Institute for China Studies and the European Policy Centre. ℹ️ → https://t.co/fY3IoiskzZ https://t.co/keyyibaUg7,status,2023-03-30 15:16:51 UTC,584,319,16,99,1800000,Twitter,0.032444444
European Commission,157981564,1641384003839090692,One step closer to more #PayTransparency in Europe! We welcome the approval by the @Europarl_EN of our proposal to ensure the effective enforcement on equal pay for men and women. https://t.co/gzSUDo6s22,status,2023-03-30 13:16:56 UTC,156,90,7,43,1800000,Twitter,0.008666667
European Commission,157981564,1641365529997762561,RT @vonderleyen: Our relationship with China is one of the most intricate and important. How we manage it will be a determining factor for…,status,2023-03-30 12:03:32 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1641356131330039810,"No more double standards, no more excuses. Today the @Europarl_EN is set to vote on our proposal to ensure the effective enforcement on equal pay for men and women. Equal work deserves equal pay. And for equal pay, we need more transparency on pay levels. #PayTransparency",status,2023-03-30 11:26:11 UTC,446,244,21,102,1800000,Twitter,0.024777778
European Commission,157981564,1641352190617870340,"The provisional agreement also includes accelerated permitting procedures for renewable energy projects. This will help us - through #REPowerEU - to accelerate the roll-out of renewable energy to replace fossil fuels in homes, industry and power generation. https://t.co/8kLjgwyDip",status,2023-03-30 11:10:31 UTC,86,54,3,18,1800000,Twitter,0.004777778
European Commission,157981564,1641348058616135688,"We welcome the agreement between the @Europarl_EN and the @EUCouncil on renewable energy directive. The share of renewables in the EU's energy consumption has been raised to 42.5% by 2030, and 45% thereafter. Each EU country will contribute to this common target. #EUGreenDeal https://t.co/6LdzG2syTm",status,2023-03-30 10:54:06 UTC,378,232,19,93,1800000,Twitter,0.021
European Commission,157981564,1641326893793255425,"It is estimated that up to 37 million tonnes of plastic waste will reach the ocean annually by 2040. We are united to reduce waste, with: ?? Right to Repair initiative ?? rule on single-use plastic products ?? Farm to Fork strategy Let's make every day a #ZeroWasteDay! https://t.co/XYGybtqVj8",status,2023-03-30 09:30:00 UTC,626,411,17,147,1800000,Twitter,0.034777778
European Commission,157981564,1641094743961550849,"""The European Union is the best example in the history of the world of conflict resolution. Instead of waving flags at one another, or guns and bombs, they worked together for a common interest"" Nobel Peace Prize John Hume, Belfast / #GoodFridayAgreement https://t.co/L7XhlepE0q",status,2023-03-29 18:07:31 UTC,1347,725,36,271,1800000,Twitter,0.074833333
European Commission,157981564,1641091227343831040,"We will soon mark 25 years of the #GoodFridayAgreement. A new chapter in EU-UK relations, the Windsor Framework is a renewed promise of peace. It will avoid a hard border between Ireland and Northern Ireland, while also protecting the integrity of our Single Market. ↓",status,2023-03-29 17:53:33 UTC,270,183,3,57,1800000,Twitter,0.015
European Commission,157981564,1641086245693534213,The Net-Zero Industry Act will create the best conditions for those sectors that are crucial for us. We will ensure our security of supply and remain an industrial leader that exports its products and technologies – not its jobs. https://t.co/HSr8Imt3NI,status,2023-03-29 17:33:45 UTC,273,142,2,55,1800000,Twitter,0.015166667
European Commission,157981564,1641077115780055041,"""The Good Friday (Belfast) Agreement has delivered on the simple demand of school children gathering outside the Hillsborough Castle: ""Peace, please"". With twenty-five years of peace. Twenty-five years of possibilities."" — President @vonderleyen at #EPlenary https://t.co/hQUDe9pdLS",status,2023-03-29 16:57:28 UTC,400,231,7,71,1800000,Twitter,0.022222222
European Commission,157981564,1641067343852781573,"RT @vonderleyen: Today we celebrate the brave leaders and peace-loving people that made the impossible come true. 25 years ago, the Good…",status,2023-03-29 16:18:38 UTC,0,,,,1800000,Twitter,0
European Commission,157981564,1641061546951409664,"We also welcome the agreement on the revised LULUCF Regulation, setting ambitious and fair targets for each EU country to reverse the decreasing trend of the EU's carbon sink. This will increase our target for net carbon removals to 310 million tonnes of CO2 equivalent by 2030. https://t.co/05Cii1UoDs",status,2023-03-29 15:55:36 UTC,66,37,1,17,1800000,Twitter,0.003666667
European Commission,157981564,1641058165172084739,"With the revised Effort Sharing Regulation we establish more ambitious binding annual greenhouse gas emission targets for EU countries. This will boost the emission reduction target for buildings, agriculture, waste, small industry &amp; transport from 29% to 40% by 2030. https://t.co/FGT3SmKCPB",status,2023-03-29 15:42:10 UTC,75,44,3,16,1800000,Twitter,0.004166667
European Commission,157981564,1641028089919467520,"Europe is starting 'Fit for 55' implementation to deliver the #EUGreenDeal. Yesterday, we welcomed the agreement between the @Europarl_EN and @EUCouncil on stricter CO2 emissions for new cars and vans. All new cars and vans registered in Europe will be zero-emission by 2035. https://t.co/1oJkIVw76r",status,2023-03-29 13:42:40 UTC,657,364,18,118,1800000,Twitter,0.0365
European Commission,157981564,1641012051316285441,With simpler rules and further digital tools we continue our actions to help companies do business in the EU. Today we adopted a proposal for a Directive making it easier for companies to expand the use of digital tools and processes in EU company law.,status,2023-03-29 12:38:56 UTC,166,96,5,47,1800000,Twitter,0.009222222
European Commission,157981564,1640965007998435328,"This week, the #vdLCommission meets to discuss: ?? Digital tools and processes in company law https://t.co/kQFJB2LpzY",status,2023-03-29 09:32:00 UTC,137,78,6,29,1800000,Twitter,0.007611111
European Commission,157981564,1640757082482679809,We welcome the political agreement between the @Europarl_EN and the @EUCouncil on a new fully-fledged EU Drugs Agency to ↓ ?? issue alerts on dangerous substances ?? monitor consumption of illicit drugs ?? provide support to EU countries,status,2023-03-28 19:45:46 UTC,209,112,1,44,1800000,Twitter,0.011611111
European Commission,157981564,1640709575073759232,Are you an entrepreneur who wants to start or grow a successful business? Then these can help you: ✅Find the right business partners ✅Reach international markets ✅Access EU funding and much more! Learn more → https://t.co/5SEqgLnJXg #EENCanHelp https://t.co/a95yQx7UrB,status,2023-03-28 16:37:00 UTC,151,90,6,36,1800000,Twitter,0.008388889
